Approved symbol,Approved name,Status,Chromosome,Ensembl gene ID,Mitochondria,chr,arm,pos
ACTRT1,actin related protein T1,Approved,Xq25,ENSG00000123165,no,X,q,25
ACTRT1P1,ACTRT1 pseudogene 1,Approved,Xq25,ENSG00000235239,no,X,q,25
BTG3P1,BTG anti-proliferation factor 3 pseudogene 1,Approved,Xq25,ENSG00000235334,no,X,q,25
CHCHD2P1,coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 1,Approved,Xq25,ENSG00000226902,no,X,q,25
DCAF12L1,DDB1 and CUL4 associated factor 12 like 1,Approved,Xq25,ENSG00000198889,no,X,q,25
DCAF12L2,DDB1 and CUL4 associated factor 12 like 2,Approved,Xq25,ENSG00000198354,no,X,q,25
FBLIM1P1,FBLIM1 pseudogene 1,Approved,Xq25,ENSG00000213489,no,X,q,25
FERP1,FER tyrosine kinase pseudogene 1,Approved,Xq25,ENSG00000232149,no,X,q,25
GRIA3,glutamate ionotropic receptor AMPA type subunit 3,Approved,Xq25,ENSG00000125675,no,X,q,25
H3P47,H3 histone pseudogene 47,Approved,Xq25,ENSG00000179101,no,X,q,25
HSPA8P20,heat shock protein family A (Hsp70) member 8 pseudogene 20,Approved,Xq25,ENSG00000234564,no,X,q,25
IGSF1,immunoglobulin superfamily member 1,Approved,Xq25,ENSG00000147255,no,X,q,25
KRT18P44,keratin 18 pseudogene 44,Approved,Xq25,ENSG00000218728,no,X,q,25
MEMO1P4,mediator of cell motility 1 pseudogene 4,Approved,Xq25,ENSG00000230376,no,X,q,25
MRRFP1,mitochondrial ribosome recycling factor pseudogene 1,Approved,Xq25,ENSG00000224236,no,X,q,25
MTCO1P53,MT-CO1 pseudogene 53,Approved,Xq25,ENSG00000230916,no,X,q,25
MTCYBP38,MT-CYB pseudogene 38,Approved,Xq25,ENSG00000226414,no,X,q,25
MTND4LP1,MT-ND4L pseudogene 1,Approved,Xq25,ENSG00000231501,no,X,q,25
MTND4P24,MT-ND4 pseudogene 24,Approved,Xq25,ENSG00000232177,no,X,q,25
NPM1P34,nucleophosmin 1 pseudogene 34,Approved,Xq25,ENSG00000232054,no,X,q,25
PARD6BP1,PARD6B pseudogene 1,Approved,Xq25,ENSG00000237025,no,X,q,25
PNPLA10P,patatin like phospholipase domain containing 10 pseudogene,Approved,Xq25,ENSG00000230538,no,X,q,25
PRR32,proline rich 32,Approved,Xq25,ENSG00000183631,no,X,q,25
RNA5SP513,"RNA, 5S ribosomal pseudogene 513",Approved,Xq25,ENSG00000201518,no,X,q,25
RNU6-122P,"RNA, U6 small nuclear 122, pseudogene",Approved,Xq25,ENSG00000252627,no,X,q,25
RNU7-69P,"RNA, U7 small nuclear 69 pseudogene",Approved,Xq25,ENSG00000252178,no,X,q,25
RPL3P12,ribosomal protein L3 pseudogene 12,Approved,Xq25,ENSG00000232496,no,X,q,25
RPL7AP72,ribosomal protein L7a pseudogene 72,Approved,Xq25,ENSG00000235735,no,X,q,25
RPL32P35,ribosomal protein L32 pseudogene 35,Approved,Xq25,ENSG00000223995,no,X,q,25
RPS26P56,ribosomal protein S26 pseudogene 56,Approved,Xq25,ENSG00000226339,no,X,q,25
RPS26P57,ribosomal protein S26 pseudogene 57,Approved,Xq25,ENSG00000236880,no,X,q,25
RUVBL2P1,RUVBL2 pseudogene 1,Approved,Xq25,ENSG00000226802,no,X,q,25
SH2D1A,SH2 domain containing 1A,Approved,Xq25,ENSG00000183918,no,X,q,25
STAG2,stromal antigen 2,Approved,Xq25,ENSG00000101972,no,X,q,25
STAG2-AS1,STAG2 antisense RNA 1,Approved,Xq25,ENSG00000232412,no,X,q,25
TENM1,teneurin transmembrane protein 1,Approved,Xq25,ENSG00000009694,no,X,q,25
TEX13C,TEX13 family member C,Approved,Xq25,ENSG00000282815,no,X,q,25
TEX13D,TEX13 family member D,Approved,Xq25,ENSG00000282419,no,X,q,25
THOC2,THO complex 2,Approved,Xq25,ENSG00000125676,no,X,q,25
TJAP1P1,TJAP1 pseudogene 1,Approved,Xq25,ENSG00000234592,no,X,q,25
TPT1P13,TPT1 pseudogene 13,Approved,Xq25,ENSG00000213498,no,X,q,25
TUBB4AP1,tubulin beta 4A class IVa pseudogene 1,Approved,Xq25,ENSG00000228466,no,X,q,25
UBE2V1P16,UBE2V1 pseudogene 16,Approved,Xq25,ENSG00000237891,no,X,q,25
XIAP,X-linked inhibitor of apoptosis,Approved,Xq25,ENSG00000101966,no,X,q,25
XIAP-AS1,XIAP antisense RNA 1,Approved,Xq25,ENSG00000237331,no,X,q,25
ZIK1P1,zinc finger protein interacting with K protein 1 pseudogene 1,Approved,Xq25,ENSG00000237426,no,X,q,25
SMARCA1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1",Approved,Xq25-q26.1,ENSG00000102038,no,X,q,25-q26.1
RPL36AP54,ribosomal protein L36a pseudogene 54,Approved,Xq26,ENSG00000226107,no,X,q,26
AIFM1,apoptosis inducing factor mitochondria associated 1,Approved,Xq26.1,ENSG00000156709,no,X,q,26.1
APLN,apelin,Approved,Xq26.1,ENSG00000171388,no,X,q,26.1
ARHGAP36,Rho GTPase activating protein 36,Approved,Xq26.1,ENSG00000147256,no,X,q,26.1
BCORL1,BCL6 corepressor like 1,Approved,Xq26.1,ENSG00000085185,no,X,q,26.1
DENND10P1,DENND10 pseudogene 1,Approved,Xq26.1,ENSG00000221930,no,X,q,26.1
ELF4,E74 like ETS transcription factor 4,Approved,Xq26.1,ENSG00000102034,no,X,q,26.1
ENOX2,ecto-NOX disulfide-thiol exchanger 2,Approved,Xq26.1,ENSG00000165675,no,X,q,26.1
FSIP2LP,"fibrous sheath interacting protein 2 like, pseudogene",Approved,Xq26.1,ENSG00000274775,no,X,q,26.1
GPR119,G protein-coupled receptor 119,Approved,Xq26.1,ENSG00000147262,no,X,q,26.1
LINC01201,long intergenic non-protein coding RNA 1201,Approved,Xq26.1,ENSG00000228659,no,X,q,26.1
OCRL,OCRL inositol polyphosphate-5-phosphatase,Approved,Xq26.1,ENSG00000122126,no,X,q,26.1
OR11Q1P,olfactory receptor family 11 subfamily Q member 1 pseudogene,Approved,Xq26.1,ENSG00000237650,no,X,q,26.1
RAB33A,"RAB33A, member RAS oncogene family",Approved,Xq26.1,ENSG00000134594,no,X,q,26.1
RBMX2,RNA binding motif protein X-linked 2,Approved,Xq26.1,ENSG00000134597,no,X,q,26.1
RN7SL191P,"RNA, 7SL, cytoplasmic 191, pseudogene",Approved,Xq26.1,ENSG00000241198,no,X,q,26.1
RNU6-1130P,"RNA, U6 small nuclear 1130, pseudogene",Approved,Xq26.1,ENSG00000202304,no,X,q,26.1
SALL4P2,spalt like transcription factor 4 pseudogene 2,Approved,Xq26.1,ENSG00000238040,no,X,q,26.1
SASH3,SAM and SH3 domain containing 3,Approved,Xq26.1,ENSG00000122122,no,X,q,26.1
SLC25A14,solute carrier family 25 member 14,Approved,Xq26.1,ENSG00000102078,no,X,q,26.1
SPRING1P2,SPRING1 pseudogene 2,Approved,Xq26.1,ENSG00000238188,no,X,q,26.1
UTP14A,UTP14A small subunit processome component,Approved,Xq26.1,ENSG00000156697,no,X,q,26.1
XPNPEP2,X-prolyl aminopeptidase 2,Approved,Xq26.1,ENSG00000122121,no,X,q,26.1
ZDHHC9,zinc finger DHHC-type palmitoyltransferase 9,Approved,Xq26.1,ENSG00000188706,no,X,q,26.1
ZNF280C,zinc finger protein 280C,Approved,Xq26.1,ENSG00000056277,no,X,q,26.1
AGKP2,AGK pseudogene 2,Approved,Xq26.2,ENSG00000228819,no,X,q,26.2
CCDC160,coiled-coil domain containing 160,Approved,Xq26.2,ENSG00000203952,no,X,q,26.2
FIRRE,firre intergenic repeating RNA element,Approved,Xq26.2,ENSG00000213468,no,X,q,26.2
FRMD7,FERM domain containing 7,Approved,Xq26.2,ENSG00000165694,no,X,q,26.2
GPC3,glypican 3,Approved,Xq26.2,ENSG00000147257,no,X,q,26.2
GPC4,glypican 4,Approved,Xq26.2,ENSG00000076716,no,X,q,26.2
HDGFP1,heparin binding growth factor pseudogene 1,Approved,Xq26.2,ENSG00000227183,no,X,q,26.2
HS6ST2,heparan sulfate 6-O-sulfotransferase 2,Approved,Xq26.2,ENSG00000171004,no,X,q,26.2
HS6ST2-AS1,HS6ST2 antisense RNA 1,Approved,Xq26.2,ENSG00000235849,no,X,q,26.2
LARP1BP3,LARP1B pseudogene 3,Approved,Xq26.2,ENSG00000232664,no,X,q,26.2
MBNL3,muscleblind like splicing regulator 3,Approved,Xq26.2,ENSG00000076770,no,X,q,26.2
MCRIP2P1,MAPK regulated corepressor interacting protein 2 pseudogene 1,Approved,Xq26.2,ENSG00000241418,no,X,q,26.2
MIR18B,microRNA 18b,Approved,Xq26.2,ENSG00000283931,no,X,q,26.2
MIR19B2,microRNA 19b-2,Approved,Xq26.2,ENSG00000284107,no,X,q,26.2
MIR20B,microRNA 20b,Approved,Xq26.2,ENSG00000284043,no,X,q,26.2
MIR92A2,microRNA 92a-2,Approved,Xq26.2,ENSG00000284538,no,X,q,26.2
MIR106A,microRNA 106a,Approved,Xq26.2,ENSG00000284157,no,X,q,26.2
MIR363,microRNA 363,Approved,Xq26.2,ENSG00000284499,no,X,q,26.2
NAA20P1,NAA20 pseudogene 1,Approved,Xq26.2,ENSG00000227064,no,X,q,26.2
NLRP7P1,NLRP7 pseudogene 1,Approved,Xq26.2,ENSG00000228450,no,X,q,26.2
NT5DC1P2,NT5DC1 pseudogene 2,Approved,Xq26.2,ENSG00000214961,no,X,q,26.2
OR1AA1P,olfactory receptor family 1 subfamily AA member 1 pseudogene,Approved,Xq26.2,ENSG00000234288,no,X,q,26.2
OR2AF1P,olfactory receptor family 2 subfamily AF member 1 pseudogene,Approved,Xq26.2,ENSG00000235730,no,X,q,26.2
OR5AW1P,olfactory receptor family 5 subfamily AW member 1 pseudogene,Approved,Xq26.2,ENSG00000229082,no,X,q,26.2
OR5BH1P,olfactory receptor family 5 subfamily BH member 1 pseudogene,Approved,Xq26.2,ENSG00000242610,no,X,q,26.2
OR7L1P,olfactory receptor family 7 subfamily L member 1 pseudogene,Approved,Xq26.2,ENSG00000232787,no,X,q,26.2
OR11N1P,olfactory receptor family 11 subfamily N member 1 pseudogene,Approved,Xq26.2,ENSG00000185903,no,X,q,26.2
OR13H1,olfactory receptor family 13 subfamily H member 1,Approved,Xq26.2,ENSG00000171054,no,X,q,26.2
OR13K1P,olfactory receptor family 13 subfamily K member 1 pseudogene,Approved,Xq26.2,ENSG00000237225,no,X,q,26.2
PHF6,PHD finger protein 6,Approved,Xq26.2,ENSG00000156531,no,X,q,26.2
PNKDP1,PNKD pseudogene 1,Approved,Xq26.2,ENSG00000228089,no,X,q,26.2
RAP2C,"RAP2C, member of RAS oncogene family",Approved,Xq26.2,ENSG00000123728,no,X,q,26.2
RAP2C-AS1,RAP2C antisense RNA 1,Approved,Xq26.2,ENSG00000232160,no,X,q,26.2
RNA5SP514,"RNA, 5S ribosomal pseudogene 514",Approved,Xq26.2,ENSG00000200587,no,X,q,26.2
RNU1-115P,"RNA, U1 small nuclear 115, pseudogene",Approved,Xq26.2,ENSG00000202199,no,X,q,26.2
RNU6-98P,"RNA, U6 small nuclear 98, pseudogene",Approved,Xq26.2,ENSG00000206900,no,X,q,26.2
RNU6-203P,"RNA, U6 small nuclear 203, pseudogene",Approved,Xq26.2,ENSG00000206765,no,X,q,26.2
RPS24P19,ribosomal protein S24 pseudogene 19,Approved,Xq26.2,ENSG00000227008,no,X,q,26.2
RPSAP63,ribosomal protein SA pseudogene 63,Approved,Xq26.2,ENSG00000233260,no,X,q,26.2
STK26,serine/threonine kinase 26,Approved,Xq26.2,ENSG00000134602,no,X,q,26.2
TFDP3,transcription factor Dp family member 3,Approved,Xq26.2,ENSG00000183434,no,X,q,26.2
TIMM8BP2,translocase of inner mitochondrial membrane 8B pseudogene 2,Approved,Xq26.2,ENSG00000224908,no,X,q,26.2
USP26,ubiquitin specific peptidase 26,Approved,Xq26.2,ENSG00000134588,no,X,q,26.2
HPRT1,hypoxanthine phosphoribosyltransferase 1,Approved,Xq26.2-q26.3,ENSG00000165704,no,X,q,26.2-q26.3
ADGRG4,adhesion G protein-coupled receptor G4,Approved,Xq26.3,ENSG00000156920,no,X,q,26.3
ARHGEF6,Rac/Cdc42 guanine nucleotide exchange factor 6,Approved,Xq26.3,ENSG00000129675,no,X,q,26.3
BRS3,bombesin receptor subtype 3,Approved,Xq26.3,ENSG00000102239,no,X,q,26.3
CD40LG,CD40 ligand,Approved,Xq26.3,ENSG00000102245,no,X,q,26.3
CROCCP1,CROCC pseudogene 1,Approved,Xq26.3,ENSG00000225769,no,X,q,26.3
CT45A1,cancer/testis antigen family 45 member A1,Approved,Xq26.3,ENSG00000268940,no,X,q,26.3
CT45A2,cancer/testis antigen family 45 member A2,Approved,Xq26.3,ENSG00000271449,no,X,q,26.3
CT45A3,cancer/testis antigen family 45 member A3,Approved,Xq26.3,ENSG00000269096,no,X,q,26.3
CT45A5,cancer/testis antigen family 45 member A5,Approved,Xq26.3,ENSG00000228836,no,X,q,26.3
CT45A6,cancer/testis antigen family 45 member A6,Approved,Xq26.3,ENSG00000278289,no,X,q,26.3
CT45A7,cancer/testis antigen family 45 member A7,Approved,Xq26.3,ENSG00000273696,no,X,q,26.3
CT45A8,cancer/testis antigen family 45 member A8,Approved,Xq26.3,ENSG00000278085,no,X,q,26.3
CT45A9,cancer/testis antigen family 45 member A9,Approved,Xq26.3,ENSG00000270946,no,X,q,26.3
CT45A10,cancer/testis antigen family 45 member A10,Approved,Xq26.3,ENSG00000269586,no,X,q,26.3
CT45A11P,"cancer/testis antigen family 45 member A11, pseudogene",Approved,Xq26.3,ENSG00000230162,no,X,q,26.3
CT55,cancer/testis antigen 55,Approved,Xq26.3,ENSG00000169551,no,X,q,26.3
E2F6P4,E2F transcription factor 6 pseudogene 4,Approved,Xq26.3,ENSG00000231513,no,X,q,26.3
ETDA,embryonic testis differentiation homolog A,Approved,Xq26.3,ENSG00000238210,no,X,q,26.3
ETDB,embryonic testis differentiation homolog B,Approved,Xq26.3,ENSG00000224107,no,X,q,26.3
ETDC,embryonic testis differentiation homolog C,Approved,Xq26.3,ENSG00000283644,no,X,q,26.3
ETS2P1,ETS2 pseudogene 1,Approved,Xq26.3,ENSG00000237833,no,X,q,26.3
FGF13-AS1,FGF13 antisense RNA 1,Approved,Xq26.3,ENSG00000226031,no,X,q,26.3
FHL1,four and a half LIM domains 1,Approved,Xq26.3,ENSG00000022267,no,X,q,26.3
GAPDHP67,glyceraldehyde 3 phosphate dehydrogenase pseudogene 67,Approved,Xq26.3,ENSG00000219930,no,X,q,26.3
GPR101,G protein-coupled receptor 101,Approved,Xq26.3,ENSG00000165370,no,X,q,26.3
H2AQ1P,"H2A.Q variant histone 1, pseudogene",Approved,Xq26.3,ENSG00000285989,no,X,q,26.3
HMGB3P31,high mobility group box 3 pseudogene 31,Approved,Xq26.3,ENSG00000231929,no,X,q,26.3
HTATSF1,HIV-1 Tat specific factor 1,Approved,Xq26.3,ENSG00000102241,no,X,q,26.3
INTS6L,integrator complex subunit 6 like,Approved,Xq26.3,ENSG00000165359,no,X,q,26.3
INTS6L-AS1,INTS6L antisense RNA 1,Approved,Xq26.3,ENSG00000225235,no,X,q,26.3
KRT8P6,keratin 8 pseudogene 6,Approved,Xq26.3,ENSG00000214930,no,X,q,26.3
LINC00629,long intergenic non-protein coding RNA 629,Approved,Xq26.3,ENSG00000227060,no,X,q,26.3
LINC00892,long intergenic non-protein coding RNA 892,Approved,Xq26.3,ENSG00000233093,no,X,q,26.3
LINC02243,long intergenic non-protein coding RNA 2243,Approved,Xq26.3,ENSG00000236091,no,X,q,26.3
LINC02931,long intergenic non-protein coding RNA 2931,Approved,Xq26.3,ENSG00000224765,no,X,q,26.3
MAGEA13P,"MAGE family member A13, pseudogene",Approved,Xq26.3,ENSG00000183981,no,X,q,26.3
MAP7D3,MAP7 domain containing 3,Approved,Xq26.3,ENSG00000129680,no,X,q,26.3
MGAT2P1,MGAT2 pseudogene 1,Approved,Xq26.3,ENSG00000233861,no,X,q,26.3
MGAT2P2,MGAT2 pseudogene 2,Approved,Xq26.3,ENSG00000238200,no,X,q,26.3
MIR424,microRNA 424,Approved,Xq26.3,ENSG00000284231,no,X,q,26.3
MIR450A1,microRNA 450a-1,Approved,Xq26.3,ENSG00000199132,no,X,q,26.3
MIR450A2,microRNA 450a-2,Approved,Xq26.3,ENSG00000207755,no,X,q,26.3
MIR450B,microRNA 450b,Approved,Xq26.3,ENSG00000216001,no,X,q,26.3
MIR503,microRNA 503,Approved,Xq26.3,ENSG00000208005,no,X,q,26.3
MIR503HG,MIR503 host gene,Approved,Xq26.3,ENSG00000223749,no,X,q,26.3
MIR504,microRNA 504,Approved,Xq26.3,ENSG00000207800,no,X,q,26.3
MIR542,microRNA 542,Approved,Xq26.3,ENSG00000207784,no,X,q,26.3
MIR934,microRNA 934,Approved,Xq26.3,ENSG00000216060,no,X,q,26.3
MMGT1,membrane magnesium transporter 1,Approved,Xq26.3,ENSG00000169446,no,X,q,26.3
MOSPD1,motile sperm domain containing 1,Approved,Xq26.3,ENSG00000101928,no,X,q,26.3
NCLP2,nucleolin pseudogene 2,Approved,Xq26.3,ENSG00000234228,no,X,q,26.3
PABIR2,PABIR family member 2,Approved,Xq26.3,ENSG00000156504,no,X,q,26.3
PABIR3,PABIR family member 3,Approved,Xq26.3,ENSG00000156500,no,X,q,26.3
PLAC1,placenta enriched 1,Approved,Xq26.3,ENSG00000170965,no,X,q,26.3
RAB28P5,"RAB28, member RAS oncogene family pseudogene 5",Approved,Xq26.3,ENSG00000225400,no,X,q,26.3
RAC1P4,Rac family small GTPase 1 pseudogene 4,Approved,Xq26.3,ENSG00000237584,no,X,q,26.3
RANP4,RAN pseudogene 4,Approved,Xq26.3,ENSG00000225125,no,X,q,26.3
RBMX,RNA binding motif protein X-linked,Approved,Xq26.3,ENSG00000147274,no,X,q,26.3
RN7SKP31,RN7SK pseudogene 31,Approved,Xq26.3,ENSG00000252163,no,X,q,26.3
RN7SL325P,"RNA, 7SL, cytoplasmic 325, pseudogene",Approved,Xq26.3,ENSG00000239579,no,X,q,26.3
RNA5SP515,"RNA, 5S ribosomal pseudogene 515",Approved,Xq26.3,ENSG00000201440,no,X,q,26.3
RNU4-44P,"RNA, U4 small nuclear 44, pseudogene",Approved,Xq26.3,ENSG00000199920,no,X,q,26.3
RNU6-320P,"RNA, U6 small nuclear 320, pseudogene",Approved,Xq26.3,ENSG00000252320,no,X,q,26.3
RNU6-616P,"RNA, U6 small nuclear 616, pseudogene",Approved,Xq26.3,ENSG00000207081,no,X,q,26.3
RNU6-972P,"RNA, U6 small nuclear 972, pseudogene",Approved,Xq26.3,ENSG00000212510,no,X,q,26.3
RNU6-985P,"RNA, U6 small nuclear 985, pseudogene",Approved,Xq26.3,ENSG00000222114,no,X,q,26.3
RPL7P56,ribosomal protein L7 pseudogene 56,Approved,Xq26.3,ENSG00000231164,no,X,q,26.3
RPL21P133,ribosomal protein L21 pseudogene 133,Approved,Xq26.3,ENSG00000236509,no,X,q,26.3
RPL22P23,ribosomal protein L22 pseudogene 23,Approved,Xq26.3,ENSG00000232379,no,X,q,26.3
RPS7P12,ribosomal protein S7 pseudogene 12,Approved,Xq26.3,ENSG00000237432,no,X,q,26.3
RTL8A,retrotransposon Gag like 8A,Approved,Xq26.3,ENSG00000203950,no,X,q,26.3
RTL8B,retrotransposon Gag like 8B,Approved,Xq26.3,ENSG00000212747,no,X,q,26.3
RTL8C,retrotransposon Gag like 8C,Approved,Xq26.3,ENSG00000134590,no,X,q,26.3
SAGE1,sarcoma antigen 1,Approved,Xq26.3,ENSG00000181433,no,X,q,26.3
SAGE2P,"sarcoma antigen 2, pseudogene",Approved,Xq26.3,ENSG00000198022,no,X,q,26.3
SAGE3P,"sarcoma antigen 3, pseudogene",Approved,Xq26.3,ENSG00000277486,no,X,q,26.3
SAGE4P,"sarcoma antigen 4, pseudogene",Approved,Xq26.3,ENSG00000224539,no,X,q,26.3
SLC9A6,solute carrier family 9 member A6,Approved,Xq26.3,ENSG00000198689,no,X,q,26.3
SMIM10,small integral membrane protein 10,Approved,Xq26.3,ENSG00000184785,no,X,q,26.3
SMIM10L2A,small integral membrane protein 10 like 2A,Approved,Xq26.3,ENSG00000178947,no,X,q,26.3
SMIM10L2B,small integral membrane protein 10 like 2B,Approved,Xq26.3,ENSG00000196972,no,X,q,26.3
SMIM10L2B-AS1,SMIM10L2B antisense RNA 1,Approved,Xq26.3,ENSG00000228372,no,X,q,26.3
SNORD61,"small nucleolar RNA, C/D box 61",Approved,Xq26.3,ENSG00000206979,no,X,q,26.3
SRRM1P3,serine/arginine repetitive matrix 1 pseudogene 3,Approved,Xq26.3,ENSG00000237307,no,X,q,26.3
STK24P1,serine/threonine kinase 24 pseudogene 1,Approved,Xq26.3,ENSG00000230079,no,X,q,26.3
TM9SF5P,"transmembrane 9 superfamily member 5, pseudogene",Approved,Xq26.3,ENSG00000234062,no,X,q,26.3
TPM2P1,TPM2 pseudogene 1,Approved,Xq26.3,ENSG00000235975,no,X,q,26.3
VGLL1,vestigial like family member 1,Approved,Xq26.3,ENSG00000102243,no,X,q,26.3
WDR4P1,WDR4 pseudogene 1,Approved,Xq26.3,ENSG00000271158,no,X,q,26.3
ZFYVE9P1,zinc finger FYVE-type containing 9 pseudogene 1,Approved,Xq26.3,ENSG00000229562,no,X,q,26.3
ZIC3,Zic family member 3,Approved,Xq26.3,ENSG00000156925,no,X,q,26.3
ZNF75D,zinc finger protein 75D,Approved,Xq26.3,ENSG00000186376,no,X,q,26.3
ZNF449,zinc finger protein 449,Approved,Xq26.3,ENSG00000173275,no,X,q,26.3
FGF13,fibroblast growth factor 13,Approved,Xq26.3-q27.1,ENSG00000129682,no,X,q,26.3-q27.1
ATP11C,ATPase phospholipid transporting 11C,Approved,Xq27.1,ENSG00000101974,no,X,q,27.1
CDR1,cerebellar degeneration related protein 1,Approved,Xq27.1,ENSG00000288642,no,X,q,27.1
CXorf66,chromosome X open reading frame 66,Approved,Xq27.1,ENSG00000203933,no,X,q,27.1
EEDP1,EED pseudogene 1,Approved,Xq27.1,ENSG00000224942,no,X,q,27.1
F9,coagulation factor IX,Approved,Xq27.1,ENSG00000101981,no,X,q,27.1
HNRNPA3P3,heterogeneous nuclear ribonucleoprotein A3 pseudogene 3,Approved,Xq27.1,ENSG00000214653,no,X,q,27.1
LDOC1,LDOC1 regulator of NFKB signaling,Approved,Xq27.1,ENSG00000182195,no,X,q,27.1
LINC00632,long intergenic non-protein coding RNA 632,Approved,Xq27.1,ENSG00000203930,no,X,q,27.1
MCF2,MCF.2 cell line derived transforming sequence,Approved,Xq27.1,ENSG00000101977,no,X,q,27.1
MIR320D2,microRNA 320d-2,Approved,Xq27.1,ENSG00000221081,no,X,q,27.1
MIR505,microRNA 505,Approved,Xq27.1,ENSG00000207633,no,X,q,27.1
RN7SL727P,"RNA, 7SL, cytoplasmic 727, pseudogene",Approved,Xq27.1,ENSG00000241248,no,X,q,27.1
RNU6-3P,"RNA, U6 small nuclear 3, pseudogene",Approved,Xq27.1,ENSG00000207041,no,X,q,27.1
RNU6ATAC23P,"RNA, U6atac small nuclear 23, pseudogene",Approved,Xq27.1,ENSG00000221375,no,X,q,27.1
RPL36AP52,RPL36A pseudogene 52,Approved,Xq27.1,ENSG00000214925,no,X,q,27.1
RPS17P17,ribosomal protein S17 pseudogene 17,Approved,Xq27.1,ENSG00000225758,no,X,q,27.1
SNURFL,SNRPN upstream open reading frame like (pseudogene),Approved,Xq27.1,ENSG00000173954,no,X,q,27.1
SOX3,SRY-box transcription factor 3,Approved,Xq27.1,ENSG00000134595,no,X,q,27.1
SPANXB1,SPANX family member B1,Approved,Xq27.1,ENSG00000227234,no,X,q,27.1
SRD5A1P1,steroid 5 alpha-reductase 1 pseudogene 1,Approved,Xq27.1,ENSG00000232549,no,X,q,27.1
MAGEC1,MAGE family member C1,Approved,Xq27.2,ENSG00000155495,no,X,q,27.2
MAGEC2,MAGE family member C2,Approved,Xq27.2,ENSG00000046774,no,X,q,27.2
MAGEC3,MAGE family member C3,Approved,Xq27.2,ENSG00000165509,no,X,q,27.2
NDUFB3P5,NADH:ubiquinone oxidoreductase subunit B3 pseudogene 5,Approved,Xq27.2,ENSG00000227779,no,X,q,27.2
RBMX2P2,RBMX2 pseudogene 2,Approved,Xq27.2,ENSG00000213423,no,X,q,27.2
RNA5SP516,"RNA, 5S ribosomal pseudogene 516",Approved,Xq27.2,ENSG00000201000,no,X,q,27.2
SPANXA1,"sperm protein associated with the nucleus, X-linked, family member A1",Approved,Xq27.2,ENSG00000198021,no,X,q,27.2
SPANXA2,SPANX family member A2,Approved,Xq27.2,ENSG00000203926,no,X,q,27.2
SPANXA2-OT1,SPANXA2 overlapping transcript 1,Approved,Xq27.2,ENSG00000277215,no,X,q,27.2
SPANXC,SPANX family member C,Approved,Xq27.2,ENSG00000198573,no,X,q,27.2
SPANXD,SPANX family member D,Approved,Xq27.2,ENSG00000196406,no,X,q,27.2
ANKRD11P2,ANKRD11 pseudogene 2,Approved,Xq27.3,ENSG00000231686,no,X,q,27.3
CXorf51A,chromosome X open reading frame 51A,Approved,Xq27.3,ENSG00000224440,no,X,q,27.3
CXorf51B,chromosome X open reading frame 51B,Approved,Xq27.3,ENSG00000235699,no,X,q,27.3
CYCSP44,CYCS pseudogene 44,Approved,Xq27.3,ENSG00000233548,no,X,q,27.3
ELL2P4,elongation factor for RNA polymerase II 2 pseudogene 4,Approved,Xq27.3,ENSG00000226388,no,X,q,27.3
FMR1,fragile X messenger ribonucleoprotein 1,Approved,Xq27.3,ENSG00000102081,no,X,q,27.3
FMR1-AS1,FMR1 antisense RNA 1,Approved,Xq27.3,ENSG00000268066,no,X,q,27.3
FMR1-IT1,FMR1 intronic transcript 1,Approved,Xq27.3,ENSG00000236337,no,X,q,27.3
HNRNPCP10,heterogeneous nuclear ribonucleoprotein C pseudogene 10,Approved,Xq27.3,ENSG00000215054,no,X,q,27.3
HNRNPH1P2,heterogeneous nuclear ribonucleoprotein H1 pseudogene 2,Approved,Xq27.3,ENSG00000213924,no,X,q,27.3
MIR506,microRNA 506,Approved,Xq27.3,ENSG00000207731,no,X,q,27.3
MIR507,microRNA 507,Approved,Xq27.3,ENSG00000207969,no,X,q,27.3
MIR508,microRNA 508,Approved,Xq27.3,ENSG00000207589,no,X,q,27.3
MIR509-1,microRNA 509-1,Approved,Xq27.3,ENSG00000208000,no,X,q,27.3
MIR509-2,microRNA 509-2,Approved,Xq27.3,ENSG00000212013,no,X,q,27.3
MIR509-3,microRNA 509-3,Approved,Xq27.3,ENSG00000212014,no,X,q,27.3
MIR510,microRNA 510,Approved,Xq27.3,ENSG00000207641,no,X,q,27.3
MIR513A1,microRNA 513a-1,Approved,Xq27.3,ENSG00000207873,no,X,q,27.3
MIR513A2,microRNA 513a-2,Approved,Xq27.3,ENSG00000207984,no,X,q,27.3
MIR513B,microRNA 513b,Approved,Xq27.3,ENSG00000207871,no,X,q,27.3
MIR513C,microRNA 513c,Approved,Xq27.3,ENSG00000216171,no,X,q,27.3
MIR514A1,microRNA 514a-1,Approved,Xq27.3,ENSG00000207868,no,X,q,27.3
MIR514A2,microRNA 514a-2,Approved,Xq27.3,ENSG00000207866,no,X,q,27.3
MIR514A3,microRNA 514a-3,Approved,Xq27.3,ENSG00000207867,no,X,q,27.3
MIR514B,microRNA 514b,Approved,Xq27.3,ENSG00000252583,no,X,q,27.3
MIR888,microRNA 888,Approved,Xq27.3,ENSG00000216005,no,X,q,27.3
